"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"Louise Stileman","Alfred Shaw was very helpful","excellent","Twenty-nine November Two-thousand-twenty-four","Alfred Shaw was very helpful.  I could not access my booking on the Emirates and was anxious but Alfred checked in for me.  Very helpful.  Thank you!"
"Deborah Martins","Excellent customer service …","excellent","Thirty November Two-thousand-twenty-four","The customer service officer was really patient and kind to help book my flight."
"Anil Lomite","Very friendly and kind agent","excellent","Twenty-nine November Two-thousand-twenty-four","Very friendly and kind agent. Contacted me to sort out my query and confirmed rescheduling my flight"
"customer","Was very helpful customer service thanks","excellent","Ten December Two-thousand-twenty-four","Was very helpful customer service thanks"
"Elizabeth Mercurio","Olivia Clark","excellent","Six November Two-thousand-twenty-four","I was assisted by Olivia Clark. She was very helpful and managed to email me the ticket I needed and confirmed the wheelchair for my mother."
"Steven Jarvis","The staff are great Olivia and Catalina…","excellent","Twenty-six November Two-thousand-twenty-four","The staff are great Olivia and Catalina were most helpful today. Very professional.I will be using the company again"
"Mr EVANS OPPONG","Christy was very very helpful","excellent","Thirty November Two-thousand-twenty-four","Christy was very very helpful, was able to confirm my mum's travelling and details and all the relevant assistance she will need during the travelling"
"Kenneth","Alfred restored my faith in Crystal travel","good","Twenty November Two-thousand-twenty-four","Initially, I found the website was rubbish and whenever I tried to get hold of customer service I got a recorded message saying ""no one was available, goodbye"". Eventually by clicking ""1"" as if I wanted to buy a ticket I got through to Alfred Shaw who was most helpful and stayed on the line until he had sorted my problem (no receipt for payment or ticket references). Thanks Alfred, before I got through to him I was beginning to think it was a scam. But he restored my faith in  a company I had used before."
"Julie Sherratt","Alfred was very efficient and helpful","excellent","Ten December Two-thousand-twenty-four","Thank you Sam for your support with my enquiries."
"Chef Ghana","Thank you Sam for your support with my…","excellent","Four December Two-thousand-twenty-four","Thank you Shirley for your help with booking my flights. It is always a pleasure to deal with you. I really appreciate your support and patience at this very busy part of the year.Have a lovely festive season! Rosh Naicker"
"Rish","Thank you Shirley","excellent","Fifteen November Two-thousand-twenty-four","Thankyou Joy Wilson for your help. I must say this it was so helpful and much easier way to get the tickets.Thanks again. I would definitely recommend crystal travels."
"Rejitha Krishnan","Thankyou Joy Wilson for your help","excellent","Seventeen November Two-thousand-twenty-four","Jose Wilson nice person fully coprative will book again with same person"
"Abdullah Khan","Jose Wilson nice person fully coprative…","excellent","Twenty-nine November Two-thousand-twenty-four","I needed some last minute assistance and Freya Donovan and Olivia Clark was Great at assisting!Great Communication and Assistance Thanks!"
"Jacob","I needed some last minute assistance…","excellent","Eighteen November Two-thousand-twenty-four","Got fantastic service from Alfred 👌 crystal travel has never disappointed me since 2011.Thank you"
"Margaret","Fantastic service from Alfred","excellent","Twenty-eight November Two-thousand-twenty-four","I’ve booked with Crystal Travel before and have had no issues whatsoever. They came up with the right flights, all with the help of Shirley Smith, who was helpful, accommodating, polite and very patient."
"Darrel Allan","I’ve booked with Crystal Travel before…","good","Nineteen November Two-thousand-twenty-four","Wonderful Experience.Alfred was very helpful with my booking and sorted out all booking smoothly. I am very pleased."
"Chioma Mgbodille","Wonderful Experience.","excellent","Twenty-one November Two-thousand-twenty-four","Crystal Travel never let me down. Service is always 5 star. Today Aron Smith helped me, not only did he give me the best price but also outstanding friendly service. Call me back to see if everything was okay with my tickets. Now that is what one would say is a 5 star service. Thanks Aron."
"REHMAN/ATIQ UR MR","Crystal Travel never let me down","excellent","Fifteen November Two-thousand-twenty-four","My  Experiences was absolutely great  customer service with NR Jose Wilson he gave all information needed and he was  very patient ,after having a bad experiences the day before with another travel agent I was so nervous but MR Jose Wilson reassure all was safe with Crystal Travel"
